PathwayID,GeneCount,PathwaySize,BackgroundSize,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,GeneList,GeneSet,Library Source
Diseases Of Mitotic Cell Cycle R-HSA-9675126,15,38,19938,15/1351,38/19938,0.39473684210526316,5.825509369278118,8.027149523821883,9.455139776976231e-09,2.8494060688438574e-08,TFDP1/CCND3/CCNE1/E2F1/CDKN1C/CDK2/SKP2/CCND1/CDK4/E2F3/UBE2C/RB1/CDKN1B/CDKN1A/CCND2,Oncogene,Reactome_2022
Formation Of beta-catenin:TCF Transactivating Complex R-HSA-201722,10,58,19938,10/1351,58/19938,0.1724137931034483,2.5444753566961897,3.175701830814749,0.005205006429349956,0.006387307058731386,CTNNB1/SMARCA4/MEN1/KMT2D/LEF1/H2AZ1/TCF7L2/HDAC1/MYC/TERT,Oncogene,Reactome_2022
Integrin Signaling R-HSA-354192,13,27,19938,13/1351,27/19938,0.48148148148148145,7.105683033144173,8.558990221676492,4.907270176310343e-09,1.586803421974804e-08,GRB2/CRK/SOS1/BCAR1/SRC/RAP1A/PTPN1/SHC1/AKT1/CSK/PTK2/FN1/SYK,Oncogene,Reactome_2022
MTOR Signaling R-HSA-165159,10,41,19938,10/1351,41/19938,0.24390243902439024,3.5995017241068044,4.492014688282892,0.0003185795187911201,0.00045526040911118127,LAMTOR5/EIF4EBP1/EEF2K/STK11/AKT2/MTOR/AKT1/RPS6KB1/RHEB/EIF4E,Oncogene,Reactome_2022
Intrinsic Pathway For Apoptosis R-HSA-109606,19,55,19938,19/1351,55/19938,0.34545454545454546,5.098203351053092,8.205155614648236,1.450053248204123e-09,5.0185436637064575e-09,TFDP1/C1QBP/TP73/AKT2/STAT3/AKT3/TP63/BCL2/PMAIP1/BAX/MAPK1/MAPK3/BCL2L1/CDKN2A/E2F1/BMF/AKT1/MAPK8/TP53,Oncogene,Reactome_2022
FCERI Mediated MAPK Activation R-HSA-2871796,18,29,19938,18/1351,29/19938,0.6206896551724138,9.160111284106282,11.855593136188942,1.3735887254366824e-14,1.1481128403178308e-13,FOS/VAV2/MAP2K7/MAP3K1/VAV3/MAPK1/MAPK3/MAPK9/SOS1/GRB2/MAP2K4/HRAS/NRAS/JUN/SHC1/LYN/MAPK8/SYK,Oncogene,Reactome_2022
Downstream Signal Transduction R-HSA-186763,12,28,19938,12/1351,28/19938,0.42857142857142855,6.32483874378767,7.601560832746499,9.801853440311737e-08,2.5393105696246196e-07,STAT1/PTPN11/STAT3/GRB7/GRB2/PIK3CA/CRK/SOS1/BCAR1/HRAS/NRAS/SRC,Oncogene,Reactome_2022
FRS-mediated FGFR1 Signaling R-HSA-5654693,10,22,19938,10/1351,22/19938,0.45454545454545453,6.708162304017226,7.22203392709639,6.009832256966456e-07,1.3514495887493097e-06,PTPN11/FGF10/GRB2/SOS1/FGF3/NRAS/HRAS/FGF8/FGFR1/FGF4,Oncogene,Reactome_2022
Fcgamma Receptor (FCGR) Dependent Phagocytosis R-HSA-2029480,24,85,19938,24/1351,85/19938,0.2823529411764706,4.166952584142465,7.88843556005566,1.1597745736275273e-09,4.17707427737394e-09,ABI1/YES1/WIPF1/WASF3/VAV3/ARPC2/PIK3CA/WASL/SRC/PTK2/FYN/VAV2/WAS/MAPK1/LIMK1/MAPK3/CRK/HCK/LYN/SYK/GRB2/HSP90AA1/ABL1/MYH9,Oncogene,Reactome_2022
Cellular Responses To Stimuli R-HSA-8953897,96,731,19938,96/1351,731/19938,0.13132694938440492,1.9381174809964956,6.966892004799894,2.596880064495954e-10,1.0554292372217502e-09,HDAC3/MAP2K7/ERN1/CDKN1B/SIN3B/ETS1/CCL2/ARTN/STAT3/AKT3/MT1M/H2AZ1/PSMD5/CYBB/CBX2/EZH2/RB1/PSMD14/BMAL1/RPS6KA3/RHEB/HMGA2/CDKN2A/CBX8/XPO1/UBE2C/HMOX1/TP53/PHGDH/JUN/AKT2/NUP98/HIF1A/ATP7A/MTOR/MAPK3/RNF2/CDK4/ATM/HM13/E2F1/UBC/HSPA8/MAPK8/HMGA1/FOS/AREG/RPL14/ATF3/TBL1XR1/TLR4/PSMD12/VHL/LAMTOR5/SQSTM1/BTRC/RELA/NOTCH1/PSMD10/MDM4/BRIP1/SHC1/PTK6/CBX4/AKT1/EHMT2/TFDP1/CCNE1/MDM2/LMNA/CARM1/NFE2L2/GSTP1/CDKN1A/MAP2K6/PGR/MAPK14/MT2A/CDK2/P4HB/NFKB1/MAPK1/MRPL13/E2F3/HSF1/MYC/SIRT1/ID1/NUP153/VEGFA/MAPK9/MAP2K4/HSP90AA1/IL6/SKP2/RPL39,Oncogene,Reactome_2022
Intracellular Signaling By Second Messengers R-HSA-9006925,89,306,19938,89/1351,306/19938,0.2908496732026144,4.292346990609716,15.64721213929231,2.697220824167098e-33,1.0862443864600223e-31,HDAC3/HDAC5/ERBB2/HDAC2/CDKN1B/AKT3/PIK3CA/PSMD5/PPARG/CBX2/EZH2/NRG2/EGFR/KPNA2/RICTOR/PSMD14/RHEB/CBX8/FGF8/HDAC1/PIGU/TP53/FOXO3/GAB2/INS/SOS1/JUN/GRK2/SALL4/EREG/AKT2/EGR1/FLT3/PHLPP2/ESR1/TRIM27/NEDD4/ERBB4/MTOR/MTA3/FRK/MAPK3/RNF2/PTEN/GRB2/FOXO4/SNAI2/RPS6KB2/EGF/MTA1/FOXO6/KDM1A/UBC/PTPN11/FGFR2/AREG/IRS1/ERBB3/FGF7/SRC/PSMD12/TRAF6/LAMTOR5/FGF4/FGF10/PSMD10/PRKCA/CBX4/WWP2/AKT1/CHUK/FGFR4/MDM2/RNMT/RAC2/CDKN1A/FGFR1/NR4A1/NRG1/FGF19/FGFR3/FYN/ESR2/SNAI1/MAPK1/THEM4/FGF3/FOXO1/KIT,Oncogene,Reactome_2022
Signaling By CSF3 (G-CSF) R-HSA-9674555,15,30,19938,15/1351,30/19938,0.5,7.378978534418949,9.426508891929975,1.5899550793352935e-10,6.708096191862239e-10,STAT1/PTPN11/STAT3/GAB2/GRB2/HCK/SOCS1/JAK2/NRAS/CSF3/JAK1/SHC1/LYN/UBC/SYK,Oncogene,Reactome_2022
Nuclear Events (Kinase And Transcription Factor Activation) R-HSA-198725,14,61,19938,14/1351,61/19938,0.22950819672131148,3.3870721141595177,5.033939219279249,4.441652640612345e-05,7.207516922312339e-05,FOS/SRF/FOSL1/JUND/MAPK1/MAPK3/ID4/DUSP6/TCF12/SGK1/EGR1/MAPK14/RPS6KA3/ID1,Oncogene,Reactome_2022
Platelet Aggregation (Plug Formation) R-HSA-76009,13,36,19938,13/1351,36/19938,0.3611111111111111,5.32926227485813,7.00922039373961,3.177927815711333e-07,7.409589591369056e-07,GRB2/CRK/SOS1/BCAR1/SRC/RAP1A/PTPN1/SHC1/AKT1/CSK/PTK2/FN1/SYK,Oncogene,Reactome_2022
Signaling By B Cell Receptor (BCR) R-HSA-983705,22,109,19938,22/1351,109/19938,0.2018348623853211,2.978670234077374,5.584562974224995,3.2826773321795213e-06,6.580208407943565e-06,SOS1/MAP3K7/NRAS/NFATC2/PSMD5/IKBKB/FYN/PRKCB/PSMD12/NFKB1/REL/BTRC/RELA/PTPN6/LYN/PSMD14/SYK/GRB2/PSMD10/HRAS/UBC/CHUK,Oncogene,Reactome_2022
Transcriptional Regulation By E2F6 R-HSA-8953750,12,34,19938,12/1351,34/19938,0.35294117647058826,5.208690730178082,6.62169571537106,1.2064914723261445e-06,2.5820083200023286e-06,TFDP1/CHEK1/EZH2/E2F1/BRCA1/E2F6/CDC7/RNF2/RAD51/RRM2/RBBP8/EHMT2,Oncogene,Reactome_2022
Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814,12,76,19938,12/1351,76/19938,0.15789473684210525,2.330203747711247,3.1323220226377337,0.004878766922186885,0.00600359374035775,PSMD10/NEK2/CCNB1/PLK1/PTTG1/CDC20/PSMD5/UBE2C/UBC/PSMD14/PSMD12/CDK1,Oncogene,Reactome_2022
FCGR3A-mediated Phagocytosis R-HSA-9664422,21,58,19938,21/1351,58/19938,0.3620689655172414,5.343398249061997,8.930759375150728,7.160293702954528e-11,3.2701135158854185e-10,ABI1/YES1/WIPF1/WASF3/VAV3/ARPC2/WASL/SRC/PTK2/FYN/VAV2/WAS/MAPK1/MAPK3/CRK/HCK/LYN/SYK/GRB2/ABL1/MYH9,Oncogene,Reactome_2022
TCR Signaling R-HSA-202403,18,113,19938,18/1351,113/19938,0.1592920353982301,2.3508250198148866,3.8822602853076362,0.000577787799873897,0.0007899999856300506,UBE2V1/TRAF6/WAS/PSMD14/BTRC/PIK3CA/RELA/PSMD10/IKBKB/MAP3K7/PSMD5/NFKB1/PTEN/UBC/CSK/CHUK/VASP/PSMD12,Oncogene,Reactome_2022
Cellular Senescence R-HSA-2559583,43,163,19938,43/1351,163/19938,0.26380368098159507,3.8932033985277887,9.99925058649797,4.908106118935405e-15,4.3485820213767694e-14,TFDP1/FOS/CCNE1/MAP2K7/MDM2/JUN/CDKN1B/CDKN1A/HMGA1/ETS1/MAP2K6/ARTN/STAT3/H2AZ1/MAPK14/CDK2/CBX2/NFKB1/EZH2/MAPK1/MAPK3/RELA/RNF2/CDK4/ATM/E2F3/RB1/RPS6KA3/ID1/HMGA2/CDKN2A/E2F1/CBX4/MAPK9/CBX8/MDM4/MAP2K4/IL6/UBE2C/UBC/MAPK8/TP53/EHMT2,Oncogene,Reactome_2022
DAP12 Signaling R-HSA-2424491,11,28,19938,11/1351,28/19938,0.39285714285714285,5.797768848472032,6.849133564028646,9.72864128520438e-07,2.1230483198746503e-06,VAV2/B2M/VAV3/GRB2/PIK3CA/SOS1/HRAS/NRAS/SHC1/FYN/SYK,Oncogene,Reactome_2022
ISG15 Antiviral Mechanism R-HSA-1169408,11,74,19938,11/1351,74/19938,0.14864864864864866,2.1937503750975256,2.7736327529349496,0.010787730563182317,0.012812237639382752,STAT1/ISG15/NUP98/TRIM25/MAPK3/NEDD4/KPNA2/JAK1/UBC/NUP153/EIF4E,Oncogene,Reactome_2022
Adaptive Immune System R-HSA-1280218,101,724,19938,101/1351,724/19938,0.13950276243093923,2.0587757789400936,7.823792379051971,2.4455352851154994e-12,1.5258762412762903e-11,TRIM32/SOCS1/MAP3K7/NFATC2/CSK/MAP3K8/AKT3/TRIM37/PIK3CA/VAMP8/PSMD5/MRC2/CYBB/PRKCB/UBE3A/REL/WAS/FBXO32/TRIM63/KIF3C/PRKN/RICTOR/LYN/PSMD14/SYK/UBE2C/UBE2V1/KIF15/KIF11/SOS1/FBXO11/RAB7A/CENPE/S100A1/FBXO22/WWP1/AKT2/HLA-C/KIF26A/CD81/NEDD4/AP1S1/MTOR/KIF4A/PTPN6/PTEN/KIF2A/VASP/GRB2/KIF2C/HERC4/HRAS/HLA-G/TRIM11/UBC/PTPN11/ZBTB16/TRIM71/RNF6/NRAS/HUWE1/ITGB2/RNF111/RAP1A/RNF126/MAP3K14/IKBKB/SRC/TLR4/PSMD12/VHL/TRAF6/BTRC/RELA/CTSD/ITGB1/PDCD1/SEC61G/ASB2/CBLB/B2M/S100A9/PSMD10/LGMN/PRKCA/AKT1/CHUK/FBXO31/CDC20/YES1/CTSB/CD274/KIF23/FYN/NFKB1/SIAH2/THEM4/RACGAP1/HMGB1/SKP2/FBXL20,Oncogene,Reactome_2022
G2/M Checkpoints R-HSA-69481,25,145,19938,25/1351,145/19938,0.1724137931034483,2.5444753566961897,5.032248759175161,1.3849499640475863e-05,2.5144788281683636e-05,CCNB1/CDC7/DNA2/RAD9A/CDK1/ARTN/WEE1/CHEK2/PSMD5/RFC3/CDK2/RNF168/PSMD12/CCNB2/CDC25A/CHEK1/BRCA1/ATM/PSMD14/PSMD10/BRIP1/BARD1/UBC/RBBP8/TP53,Oncogene,Reactome_2022
Clathrin-mediated Endocytosis R-HSA-8856828,21,140,19938,21/1351,140/19938,0.15,2.2136935603256847,3.885217488924089,0.00048450941623936014,0.0006665766192361384,AREG/HIP1/CBL/GRK2/EREG/COPS5/ARPC2/VAMP8/RAB5A/SYT1/WASL/COPS6/EGFR/CTTN/WNT5A/AGTR1/GRB2/EGF/UBC/HSPA8/TACR1,Oncogene,Reactome_2022
DAP12 Interactions R-HSA-2172127,12,38,19938,12/1351,38/19938,0.3157894736842105,4.660407495422494,6.089023154931784,4.621987076958137e-06,9.020001211861032e-06,VAV2/B2M/VAV3/HLA-C/PIK3CA/GRB2/SOS1/HRAS/NRAS/SHC1/FYN/SYK,Oncogene,Reactome_2022
Cell-Cell Communication R-HSA-1500931,22,119,19938,22/1351,119/19938,0.18487394957983194,2.728361811045662,5.098239144090712,1.4468940516585836e-05,2.595036699938269e-05,PTPN11/CDH4/CD47/PIK3CA/CTNNB1/WASL/ACTN4/SRC/PTK2/FYN/IQGAP1/F11R/PTK2B/PTPN6/ITGB1/VASP/CDH2/CDH11/GRB2/CDH13/ILK/PRKCI,Oncogene,Reactome_2022
Signaling By WNT R-HSA-195721,45,292,19938,45/1351,292/19938,0.1541095890410959,2.2743426989647446,5.914166139243931,1.8987086166148402e-07,4.621581962419639e-07,SMARCA4/MAP3K7/NRAS/LEF1/TCF7L2/DKK2/AKT2/RAC2/KREMEN2/SOX2/SFRP2/MEN1/CAV1/CTNNB1/RHOA/PSMD5/H2AZ1/WNT7B/PRKCB/WNT10B/PSMD12/SOX7/SOX17/BTRC/WNT1/WNT5A/VPS35/AKT1/WIF1/SOX9/SCRIB/MYC/PSMD14/WNT3/SOST/PSMD10/NCOA3/RSPO3/KMT2D/XPO1/SOX4/PRKCA/UBC/HDAC1/TERT,Oncogene,Reactome_2022
Downregulation Of ERBB2 Signaling R-HSA-8863795,14,29,19938,14/1351,29/19938,0.4827586206896552,7.12453099874933,8.89815654996933,1.1894555812452746e-09,4.215430579933253e-09,PTPN12/AKT3/ERBB3/NRG2/ERBB2/EGFR/HSP90AA1/EGF/ERBB4/UBC/NRG1/EREG/AKT2/AKT1,Oncogene,Reactome_2022
Role Of GTSE1 In G2/M Progression After G2 Checkpoint R-HSA-8852276,13,59,19938,13/1351,59/19938,0.22033898305084745,3.251753252455808,4.669845014122835,0.00012890101821499533,0.00019357000362455232,MAPRE1/CCNB2/PSMD10/CCNB1/HSP90AA1/PLK1/PSMD5/UBC/CDKN1A/PSMD14/TP53/PSMD12/CDK1,Oncogene,Reactome_2022
TP53 Regulates Transcription Of Cell Cycle Genes R-HSA-6791312,18,49,19938,18/1351,49/19938,0.3673469387755102,5.421290351818004,8.35398194144029,1.2431793164215258e-09,4.370860612497904e-09,TFDP1/BAX/CCNE1/CNOT7/E2F1/TP53/CDK2/CCNB1/E2F8/CARM1/E2F4/CNOT1/PCNA/PRMT1/CDKN1B/CDKN1A/AURKA/CDK1,Oncogene,Reactome_2022
ESR-mediated Signaling R-HSA-8939211,57,186,19938,57/1351,186/19938,0.3064516129032258,4.522599746901936,13.012692364774862,5.62633758062571e-23,1.3847041934539943e-21,IGF1R/FOS/SRF/FOXO3/MYB/YY1/AREG/CARM1/KDM4B/NRAS/JUN/TFF3/EREG/AKT2/CDKN1B/NR5A2/CXXC5/CAV1/ESR1/AKT3/PIK3CA/SPHK1/MMP9/H2AZ1/ERBB4/PGR/BCL2/SRC/PTK2/ESR2/CXCL12/DDX5/MMP2/MAPK1/EGFR/MAPK3/CTSD/KPNA2/CHD1/CCND1/GATA3/AKT1/FOXA1/MYC/JUND/RUNX1/ZNF217/NCOA3/HSP90AA1/HRAS/XPO1/EGF/SHC1/PRMT1/TFF1/KDM1A/HDAC1,Oncogene,Reactome_2022
C-type Lectin Receptors (CLRs) R-HSA-5621481,23,139,19938,23/1351,139/19938,0.16546762589928057,2.441964119304113,4.599315009584157,5.874042377683746e-05,9.39422661846173e-05,UBE2V1/MAP3K7/NRAS/NFATC2/MUC1/PSMD5/MAP3K14/SRC/IKBKB/FYN/PSMD12/NFKB1/TRAF6/BTRC/RELA/LYN/PSMD14/SYK/PSMD10/HRAS/PRKCA/UBC/CHUK,Oncogene,Reactome_2022
"Cell Death Signaling Via NRAGE, NRIF And NADE R-HSA-204998",15,74,19938,15/1351,74/19938,0.20270270270270271,2.9914777842238984,4.62712148560746,0.00011044106665214224,0.0001687082500927552,VAV2/PREX1/TRAF6/SQSTM1/VAV3/ARHGEF2/NCSTN/MCF2/SOS1/TIAM1/AKAP13/UBC/ARHGEF5/MAPK8/FGD1,Oncogene,Reactome_2022
NOTCH1 Intracellular Domain Regulates Transcription R-HSA-2122947,14,47,19938,14/1351,47/19938,0.2978723404255319,4.395987211994267,6.2840494794065345,1.6486024778909886e-06,3.41276120423228e-06,HDAC3/HDAC9/HDAC5/MAML2/RBPJ/HIF1A/NOTCH1/HDAC2/CDK8/UBC/MYC/HDAC8/HDAC1/TBL1XR1,Oncogene,Reactome_2022
RHOJ GTPase Cycle R-HSA-9013409,15,54,19938,15/1351,54/19938,0.2777777777777778,4.099432519121638,6.148654885911274,1.8867338566907887e-06,3.8875492954140435e-06,CAV1/GJA1/PREX1/WAS/ARL13B/IQGAP3/RAB7A/TMPO/PAK4/SLC4A7/DEPDC1B/WASL/SCRIB/WWP2/SLC1A5,Oncogene,Reactome_2022
PPARA Activates Gene Expression R-HSA-1989781,15,115,19938,15/1351,115/19938,0.13043478260869565,1.9249509220223344,2.6818584314804057,0.010844989046862577,0.012845802534117974,HDAC3/AHR/NCOA3/ESRRA/CARM1/FHL2/HMGCR/ACSL1/ACADM/PPARG/CDK8/ANGPTL4/NRF1/BMAL1/TBL1XR1,Oncogene,Reactome_2022
Deubiquitination R-HSA-5688426,43,276,19938,43/1351,276/19938,0.15579710144927536,2.2992469346377886,5.859834164200682,2.596643058935698e-07,6.086311508510658e-07,TNFAIP3/MDM2/YY1/AREG/CDC20/MAP3K7/USP47/CDK1/ESR1/DDB2/RHOA/OGT/HIF1A/PSMD5/KDM1B/USP28/USP20/USP22/PSMD12/CDC25A/TRAF6/TRIM25/SIAH2/BRCA1/PRKN/GATA3/PTEN/MYC/PSMD14/BIRC3/PSMD10/FOXO4/MDM4/BIRC2/SKP2/UCHL1/SMAD4/BARD1/CYLD/UBC/USP11/USP15/TP53,Oncogene,Reactome_2022
Notch-HLH Transcription Pathway R-HSA-350054,13,28,19938,13/1351,28/19938,0.4642857142857143,6.85190863910331,8.353988101464353,8.591548627837963e-09,2.60688770009056e-08,HDAC3/HDAC9/HDAC5/MAML2/RBPJ/NOTCH3/NOTCH2/NOTCH4/HDAC2/NOTCH1/HDAC8/HDAC1/TBL1XR1,Oncogene,Reactome_2022
Host Interactions Of HIV Factors R-HSA-162909,15,130,19938,15/1351,130/19938,0.11538461538461539,1.7028412002505269,2.167511965785418,0.030020905328856356,0.03401345539816718,B2M/NUP98/BTRC/PSMD10/HCK/XPO1/PSMD5/AP1S1/NUP153/UBC/RAN/PSMD14/FYN/HMGA1/PSMD12,Oncogene,Reactome_2022
Activation Of NF-kappaB In B Cells R-HSA-1169091,13,66,19938,13/1351,66/19938,0.19696969696969696,2.906870331740798,4.183360291656301,0.00041849258183118665,0.0005866842207316952,REL/BTRC/PSMD14/PSMD10/RELA/MAP3K7/PSMD5/PSMD12/UBC/IKBKB/CHUK/PRKCB/NFKB1,Oncogene,Reactome_2022
Signaling By EGFR In Cancer R-HSA-1643713,14,24,19938,14/1351,24/19938,0.5833333333333334,8.60880829015544,10.055321034191389,4.151826539017e-11,1.99919473563536e-10,GRB2/PIK3CA/EGFR/AREG/SOS1/CBL/HSP90AA1/HRAS/NRAS/EGF/SHC1/EREG/UBC/PIGU,Oncogene,Reactome_2022
Costimulation By CD28 Family R-HSA-388841,19,65,19938,19/1351,65/19938,0.2923076923076923,4.313864373968001,7.214606050445808,3.3165199087669426e-08,9.182614497398472e-08,PTPN11/YES1/AKT2/CSK/MAP3K8/AKT3/CD274/PIK3CA/MTOR/MAP3K14/SRC/FYN/THEM4/PTPN6/RICTOR/LYN/PDCD1/GRB2/AKT1,Oncogene,Reactome_2022
Downstream Signaling Of Activated FGFR1 R-HSA-5654687,13,30,19938,13/1351,30/19938,0.43333333333333335,6.395114729829756,7.972608263111999,2.417576887974859e-08,6.821570454604219e-08,PTPN11/PIGU/FGF10/GRB2/PIK3CA/SOS1/FGF3/NRAS/HRAS/SHC1/FGF8/FGFR1/FGF4,Oncogene,Reactome_2022
Activation Of HOX Genes During Differentiation R-HSA-5619507,16,89,19938,16/1351,89/19938,0.1797752808988764,2.653115877543892,4.213877575868606,0.0002874949745375973,0.00041485431179203775,HDAC3/HOXA4/EZH2/NCOA3/YY1/HOXA3/KMT2D/KDM6A/H2AZ1/PBX1/JUN/RARA/HOXA1/RARB/CTCF/PAX6,Oncogene,Reactome_2022
TAK1-dependent IKK And NF-kappa-B Activation R-HSA-445989,11,45,19938,11/1351,45/19938,0.24444444444444444,3.607500616827042,4.720994178309092,0.00015796756101074897,0.00023404558370488895,UBE2V1/TRAF6/RELA/MAP3K7/HMGB1/APP/UBC/IKBKB/CHUK/TP53/NFKB1,Oncogene,Reactome_2022
Signaling By FGFR4 R-HSA-5654743,18,40,19938,18/1351,40/19938,0.45,6.641080680977054,9.62809846525303,2.194051311706908e-11,1.1045053762342731e-10,PTPN11/PIGU/MAPK1/GRB2/PIK3CA/MAPK3/SOS1/CBL/HRAS/NRAS/SHC1/FGF8/FGF19/UBC/BRAF/SRC/FGFR4/FGF4,Oncogene,Reactome_2022
Toll-like Receptor Cascades R-HSA-168898,37,162,19938,37/1351,162/19938,0.22839506172839505,3.370644515722236,8.167847966025002,4.1216798958583856e-11,1.99919473563536e-10,PTPN11/UBE2V1/FOS/MAP2K7/SOCS1/MAP3K7/CTSB/JUN/S100A1/CHUK/MAP2K6/IKBKE/MAP3K8/ITGB2/DUSP6/MAPK14/IKBKB/TLR4/NFKB1/TRAF6/BTRC/MAPK1/MAPK3/RELA/HMGB1/RPS6KA3/BIRC3/MAP3K1/MAPK9/S100A9/MAP2K4/BIRC2/LGMN/APP/UBC/MAPK8/TP53,Oncogene,Reactome_2022
Signaling By NOTCH R-HSA-157118,49,200,19938,49/1351,200/19938,0.245,3.6156994818652852,10.023149343771777,1.526137745814549e-15,1.5023978253241004e-14,HDAC3/STAT1/TFDP1/HDAC5/MAML2/NOTCH2/JUN/PRKCI/HDAC2/WWC1/HDAC9/HIF1A/PBX1/H2AZ1/PSMD5/NOTCH4/UBC/B4GALT1/NUMB/WWP2/TBL1XR1/PSMD12/ELF3/EGFR/DLGAP5/DLL1/RBPJ/CCND1/AKT1/E2F3/CDK8/NOTCH1/MYC/PSMD14/RUNX1/DNER/E2F1/PSMD10/NCSTN/NOTCH3/EGF/TACC3/YBX1/MFNG/HDAC1/IKZF1/HDAC8/ADAM17/TP53,Oncogene,Reactome_2022
Signaling By NOTCH1 R-HSA-1980143,19,73,19938,19/1351,73/19938,0.2602739726027397,3.841112113807124,6.556294400881105,2.544753679700128e-07,5.996414255889131e-07,HDAC3/HDAC5/MAML2/HDAC2/HDAC9/HIF1A/NUMB/TBL1XR1/DLL1/HDAC1/RBPJ/CDK8/NOTCH1/MYC/DNER/NCSTN/UBC/HDAC8/ADAM17,Oncogene,Reactome_2022
Stabilization Of P53 R-HSA-69541,11,56,19938,11/1351,56/19938,0.19642857142857142,2.898884424236016,3.8363254280275494,0.0011672468388069515,0.0015298531053002352,CDKN2A/PSMD10/MDM2/MDM4/CHEK2/PSMD5/ATM/UBC/PSMD14/TP53/PSMD12,Oncogene,Reactome_2022
Transcriptional Regulation Of Granulopoiesis R-HSA-9616222,17,57,19938,17/1351,57/19938,0.2982456140350877,4.401495967899022,6.933319362753332,1.2584411713585815e-07,3.222482305848853e-07,TFDP1/STAT3/RUNX1/E2F1/MYB/CDK2/KLF5/LEF1/H2AZ1/CEBPA/RARA/CDK4/SPI1/FLI1/CDKN1A/MYC/DEK,Oncogene,Reactome_2022
Transcriptional Regulation By TP53 R-HSA-3700989,73,353,19938,73/1351,353/19938,0.20679886685552407,3.0519287989381487,10.486746773416431,5.0292407046081916e-18,6.962355100441966e-17,TFDP1/FOS/CCNE1/MDM2/CCNB1/BRD7/E2F8/CARM1/HIPK1/DNA2/JUN/PRMT5/SGK1/PCNA/HDAC2/TP73/CDKN1B/CDKN1A/RBBP8/RAD9A/AKT2/MAP2K6/CDK1/ARTN/AKT3/DDB2/NUAK1/CDK12/NDRG1/E2F4/TP63/CHEK2/GLS2/CNOT1/MAPK14/RFC3/CDK2/MTOR/BCL6/PMAIP1/SMYD2/BAX/CNOT7/CHEK1/LAMTOR5/TP53/BCL2L14/BRCA1/KAT6A/PPP1R13L/RICTOR/ATM/PTEN/AKT1/FASN/AURKB/RHEB/BIRC5/CDKN2A/E2F1/CDK13/MDM4/CDK7/BRIP1/STK11/PRMT1/BARD1/TNFRSF10B/DDIT4/UBC/HDAC1/AURKA/EHMT2,Oncogene,Reactome_2022
RHOBTB GTPase Cycle R-HSA-9706574,10,35,19938,10/1351,35/19938,0.2857142857142857,4.2165591625251135,5.13474905893625,7.57228876206186e-05,0.000119804425771193,MYO6/ROCK1/RBM15/ROCK2/HSP90AA1/DBN1/STK38/TRA2B/HNRNPC/TXNL1,Oncogene,Reactome_2022
HDR Thru Single Strand Annealing (SSA) R-HSA-5685938,11,36,19938,11/1351,36/19938,0.3055555555555556,4.5093757710338025,5.68179672700284,1.6441847759347186e-05,2.9018878714704396e-05,ARTN/BRCA1/ABL1/BRIP1/DNA2/RAD51/ATM/BARD1/RFC3/RAD9A/RBBP8,Oncogene,Reactome_2022
Regulation Of TP53 Expression And Degradation R-HSA-6806003,15,37,19938,15/1351,37/19938,0.40540540540540543,5.982955568447797,8.179059289344199,6.10462506939266e-09,1.891153080937726e-08,CDKN2A/AKT3/MDM2/MDM4/CHEK2/UBC/SGK1/ATM/AKT1/AKT2/MTOR/CDK2/RICTOR/TP53/CDK1,Oncogene,Reactome_2022
Signaling To ERKs R-HSA-187687,13,33,19938,13/1351,33/19938,0.3939393939393939,5.813740663481596,7.461248382444102,9.549080923313997e-08,2.488378146487118e-07,MAPK1/GRB2/MAPK3/CRK/SOS1/HRAS/NRAS/RAP1A/NTRK1/SHC1/MAPK14/BRAF/SRC,Oncogene,Reactome_2022
"Nucleotide-binding Domain, Leucine Rich Repeat Containing NLR Signaling Pathways R-HSA-168643",18,53,19938,18/1351,53/19938,0.33962264150943394,5.01213636300155,7.885037295693638,5.357742769403239e-09,1.7075396020472194e-08,UBE2V1/TNFAIP3/TRAF6/RELA/P2RX7/BIRC2/MAP3K7/APP/NFKB1/MAPK14/BCL2/BCL2L1/CYLD/BIRC3/IKBKB/HMOX1/CHUK/MAP2K6,Oncogene,Reactome_2022
Negative Regulation Of FGFR2 Signaling R-HSA-5654727,14,34,19938,14/1351,34/19938,0.4117647058823529,6.076805851874428,7.987534773244124,1.547277151879414e-08,4.422217924403744e-08,PTPN11/FGF10/FGFR2/MAPK1/GRB2/MAPK3/CBL/FGF3/FGF7/FGF8/UBC/BRAF/SRC/FGF4,Oncogene,Reactome_2022
RHOU GTPase Cycle R-HSA-9013420,11,39,19938,11/1351,39/19938,0.28205128205128205,4.16250071172351,5.329669011905341,3.798853773328753e-05,6.209934396991282e-05,MYO6/GRB2/IQGAP1/PTK2B/PAK4/EPHA2/DEPDC1B/WWP2/TXNL1/SRC/PEAK1,Oncogene,Reactome_2022
MHC Class II Antigen Presentation R-HSA-2132295,15,102,19938,15/1351,102/19938,0.14705882352941177,2.1702878042408673,3.1946158696999696,0.003572992658699866,0.004458692247335326,KIF15/KIF11/KIF26A/KIF2C/RACGAP1/CTSD/RAB7A/CTSB/KIF3C/KIF2A/LGMN/CENPE/AP1S1/KIF23/KIF4A,Oncogene,Reactome_2022
